leaf_id,proposed_condition,photo_file,photo_relative_path,spectrum_file,spectrum_relative_path,confidence,reason
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_05_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_05_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\680 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_17_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_17_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\680 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_30_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_30_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\680 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_42_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_42_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\680 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_05_00_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_05_00_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\680 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_05_08_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_05_08_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\680 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_03_51_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_03_51_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\725 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_05_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_05_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\725 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_17_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_17_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\725 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_30_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_30_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\725 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_42_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_42_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\725 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_05_00_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_05_00_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\725 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_05_08_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_05_08_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\725 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_03_51_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_03_51_Pro.jpg,850 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\850 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_05_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_05_Pro.jpg,850 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\850 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_17_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_17_Pro.jpg,850 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\850 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_30_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_30_Pro.jpg,850 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\850 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_42_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_42_Pro.jpg,850 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\850 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_05_00_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_05_00_Pro.jpg,850 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\850 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_05_08_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_05_08_Pro.jpg,850 nm.ocv,Camera Roll\spectrometru frunza\verde frunza\850 nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_03_51_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_03_51_Pro.jpg,940nm.ocv,Camera Roll\spectrometru frunza\verde frunza\940nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_05_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_05_Pro.jpg,940nm.ocv,Camera Roll\spectrometru frunza\verde frunza\940nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_17_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_17_Pro.jpg,940nm.ocv,Camera Roll\spectrometru frunza\verde frunza\940nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_30_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_30_Pro.jpg,940nm.ocv,Camera Roll\spectrometru frunza\verde frunza\940nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_42_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_42_Pro.jpg,940nm.ocv,Camera Roll\spectrometru frunza\verde frunza\940nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_05_00_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_05_00_Pro.jpg,940nm.ocv,Camera Roll\spectrometru frunza\verde frunza\940nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_05_08_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_05_08_Pro.jpg,940nm.ocv,Camera Roll\spectrometru frunza\verde frunza\940nm.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_03_51_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_03_51_Pro.jpg,Spectru intreg.ocv,Camera Roll\spectrometru frunza\verde frunza\Spectru intreg.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_05_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_05_Pro.jpg,Spectru intreg.ocv,Camera Roll\spectrometru frunza\verde frunza\Spectru intreg.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_17_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_17_Pro.jpg,Spectru intreg.ocv,Camera Roll\spectrometru frunza\verde frunza\Spectru intreg.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_30_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_30_Pro.jpg,Spectru intreg.ocv,Camera Roll\spectrometru frunza\verde frunza\Spectru intreg.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_04_42_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_42_Pro.jpg,Spectru intreg.ocv,Camera Roll\spectrometru frunza\verde frunza\Spectru intreg.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_05_00_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_05_00_Pro.jpg,Spectru intreg.ocv,Camera Roll\spectrometru frunza\verde frunza\Spectru intreg.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_A,green/healthy leaf,WIN_20260515_15_05_08_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_05_08_Pro.jpg,Spectru intreg.ocv,Camera Roll\spectrometru frunza\verde frunza\Spectru intreg.ocv,medium,Photo group 1 was captured first; the first spectrometer sequence is in folder 'verde frunza'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_17_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_17_Pro.jpg,532 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\532 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_24_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_24_Pro.jpg,532 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\532 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_48_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_48_Pro.jpg,532 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\532 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_13_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_13_Pro.jpg,532 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\532 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_30_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_30_Pro.jpg,532 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\532 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_42_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_42_Pro.jpg,532 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\532 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_53_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_53_Pro.jpg,532 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\532 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_17_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_17_Pro.jpg,556 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\556 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_24_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_24_Pro.jpg,556 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\556 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_48_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_48_Pro.jpg,556 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\556 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_13_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_13_Pro.jpg,556 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\556 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_30_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_30_Pro.jpg,556 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\556 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_42_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_42_Pro.jpg,556 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\556 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_53_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_53_Pro.jpg,556 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\556 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_17_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_17_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\680 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_24_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_24_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\680 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_48_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_48_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\680 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_13_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_13_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\680 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_30_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_30_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\680 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_42_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_42_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\680 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_53_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_53_Pro.jpg,680 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\680 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_17_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_17_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\725 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_24_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_24_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\725 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_48_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_48_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\725 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_13_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_13_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\725 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_30_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_30_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\725 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_42_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_42_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\725 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_53_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_53_Pro.jpg,725 nm.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\725 nm.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_17_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_17_Pro.jpg,850.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\850.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_24_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_24_Pro.jpg,850.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\850.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_48_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_48_Pro.jpg,850.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\850.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_13_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_13_Pro.jpg,850.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\850.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_30_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_30_Pro.jpg,850.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\850.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
